"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26272","login works @sanity","chromium","2025-11-10","passed","2025-11-10","","06_finish.test.ts","",""
